label	family	model	claim_line1	what_to_check	assigned	report
card-tools22-pre-1615-r5	tools22-pre	-	RESULT tools22-pre-1615-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1615 at head 2c3748deab751ca2d73e7aa97033fb2bb445eb7b: nova-swarm: --tokens	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1615-r5/RESULT.md
card-tools22-pre-1630-r1	tools22-pre	deepseek-v4-flash	RESULT tools22-pre-1630-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1630 at head 6c568977e7ea: nova-work: make the kernel load without muffling	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1630-r1/RESULT.md
card-tools22-pre-1633-r5	tools22-pre	-	"""RESULT tools22-pre-1633-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1633 at head 61248cb63b8c: nova-work E02.2: the operation accept record on"	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1633-r5/RESULT.md
card-tools22-pre-1635-r1	tools22-pre	deepseek/deepseek-v4-flash	RESULT tools22-pre-1635-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1635 at head d4676d3954ed: nova-swarm: a native budget nothing can observe 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1635-r1/RESULT.md
card-tools22-pre-1676-r3	tools22-pre	-	RESULT tools22-pre-1676-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1676 at head 94048d56482e: nova-work E02.1 (cancel): a cancellation is a re	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1676-r3/RESULT.md
card-tools22-pre-1678-r1	tools22-pre	deepseek/deepseek-v4-flash	RESULT tools22-pre-1678-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1678 at head 1e7eb881cec2: nova-work E07.2: the durable long-operation reco	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1678-r1/RESULT.md
card-tools22-pre-1680-r1	tools22-pre	deepseek-v4-flash	RESULT tools22-pre-1680-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1680 at head 74825420150d: nova-merge: batch and land refuse a member carry	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1680-r1/RESULT.md
card-tools22-pre-1680-r3	tools22-pre	-	RESULT tools22-pre-1680-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1680 at head 74825420150d: nova-merge: batch and land refuse a member carry	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1680-r3/RESULT.md
card-tools22-pre-1687-r1	tools22-pre	deepseek-v4-flash	RESULT tools22-pre-1687-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1687 at head 69341363e21b: nova-work E02.1 (wait): the event cursor is a re	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1687-r1/RESULT.md
card-tools22-pre-1693-r5	tools22-pre	-	RESULT tools22-pre-1693-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1693 at head e4556f4d9475: nova-work E02.3 (staging): the staged bytes are 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1693-r5/RESULT.md
card-tools22-pre-1712-r3	tools22-pre	-	tools22-pre-1712-r4	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1712-r3/RESULT.md
card-tools22-pre-1712-r5	tools22-pre	-	tools22-pre-1712-r4	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1712-r5/RESULT.md
card-tools22-pre-1721-r3	tools22-pre	-	RESULT tools22-pre-1721-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1721 at head 12f6027fd731: nova-pulse accept: the mechanical accept gate --	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1721-r3/RESULT.md
card-tools22-pre-1723-r1	tools22-pre	deepseek/deepseek-v4-flash	RESULT tools22-pre-1723-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1723 at head 81c5fa2c1b04: toolwork T07: onboarding.CompareTranscript, the 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1723-r1/RESULT.md
card-tools22-pre-1730-r5	tools22-pre	-	RESULT tools22-pre-1730-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1730 at head 594881168a42: nova-pulse accept --selftest: the gate's own neg	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1730-r5/RESULT.md
card-tools22-pre-1782-r4	tools22-pre	-	RESULT tools22-pre-1782-r5 sha=5298f6be12ea	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1782-r4/RESULT.md
card-tools22-pre-1833-r4	tools22-pre	-	RESULT tools22-pre-1833-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1833 at head 8f4394f4f993: nova-work: roadmap row and roadmap projection re	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1833-r4/RESULT.md
card-tools22-pre-1837-r4	tools22-pre	-	RESULT tools22-pre-1837-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1837 at head ea66ec34f874: bus wait, wake serve: --no-beat, so a waker besi	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1837-r4/RESULT.md
card-tools22-pre-1837-r5	tools22-pre	-	RESULT tools22-pre-1837-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1837 at head ea66ec34f874: bus wait, wake serve: --no-beat, so a waker besi	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1837-r5/RESULT.md
card-tools22-pre-1839-r3	tools22-pre	qwen/qwen3.7-flash	RESULT tools22-pre-1839-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1839 at head cf5cb1786236: toolwork T05: nova-pulse harvest runs accept bef	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1839-r3/RESULT.md
card-tools22-pre-1840-r4	tools22-pre	-	RESULT tools22-pre-1840-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1840 at head f9a12b4afc41: toolwork T06a: nova-pulse cut writes the five ty	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1840-r4/RESULT.md
card-tools22-pre-1840-r5	tools22-pre	-	RESULT tools22-pre-1840-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1840 at head f9a12b4afc41: toolwork T06a: nova-pulse cut writes the five ty	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1840-r5/RESULT.md
card-tools22-pre-1857-r1	tools22-pre	-	RESULT tools22-pre-1857-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1857 at head 217b26357233: SPEC-WAKE: the four awake world-refusals carry t	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1857-r1/RESULT.md
card-tools22-pre-1857-r5	tools22-pre	-	RESULT tools22-pre-1857-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1857 at head 217b26357233: SPEC-WAKE: the four awake world-refusals carry t	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1857-r5/RESULT.md
card-tools22-pre-1858-r4	tools22-pre	-	RESULT tools22-pre-1858-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1858 at head 40d4f6969e53: docs/CLI.md: nova-merge batch's five hold flags,	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1858-r4/RESULT.md
card-tools22-pre-1858-r5	tools22-pre	-	RESULT tools22-pre-1858-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1858 at head 40d4f6969e53: docs/CLI.md: nova-merge batch's five hold flags,	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1858-r5/RESULT.md
card-tools22-pre-1860-r4	tools22-pre	-	RESULT tools22-pre-1860-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1860 at head 358e07ff1573: decide: a mechanical kind's step-up rung is earn	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1860-r4/RESULT.md
card-tools22-pre-1860-r5	tools22-pre	-	RESULT tools22-pre-1860-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1860 at head 358e07ff1573: decide: a mechanical kind's step-up rung is earn	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1860-r5/RESULT.md
card-tools22-pre-1865-r4	tools22-pre	-	RESULT tools22-pre-1865-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1865 at head dc3fad10a9ab: nova-wake: the --advance-cursor refusal names th	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1865-r4/RESULT.md
card-tools22-pre-1865-r5	tools22-pre	-	RESULT tools22-pre-1865-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1865 at head dc3fad10a9ab: nova-wake: the --advance-cursor refusal names th	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1865-r5/RESULT.md
card-tools22-pre-1867-r5	tools22-pre	-	RESULT tools22-pre-1867-r2 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1867 at head b342bc91a6e0: docs/CLI.md: the land section a shipped verb nev	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1867-r5/RESULT.md
card-tools22-pre-1869-r4	tools22-pre	-	RESULT tools22-pre-1869-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1869 at head 040ba8f81934: bus wait, wake serve: --no-beat, so a waker besi	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1869-r4/RESULT.md
card-tools22-pre-1870-r4	tools22-pre	-	RESULT tools22-pre-1870-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1870 at head 6f901e1c87e2	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1870-r4/RESULT.md
card-tools22-pre-1872-r4	tools22-pre	-	RESULT tools22-pre-1872-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1872 at head 968a1d50fd68: docs/CLI.md: nova-swarm lint, the verb the synop	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1872-r4/RESULT.md
card-tools22-pre-1876-r4	tools22-pre	-	RESULT tools22-pre-1876-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1876 at head 675c5d2dd240: docs/CLI.md: nova-merge land, the verb that admi	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1876-r4/RESULT.md
card-tools22-pre-1889-r4	tools22-pre	-	RESULT tools22-pre-1889-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1889 at head 522352392cad: jobs: a repeated need is one edge in the seeded 	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1889-r4/RESULT.md
card-tools22-pre-1913-r4	tools22-pre	-	RESULT tools22-pre-1913-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1913 at head 137baa099325: nova-play: the help examples run as pasted (#145	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1913-r4/RESULT.md
card-tools22-pre-1913-r5	tools22-pre	-	RESULT tools22-pre-1913-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1913 at head 137baa099325: nova-play: the help examples run as pasted (#145	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1913-r5/RESULT.md
card-tools22-pre-1919-r4	tools22-pre	-	RESULT tools22-pre-1919-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1919 at head a7470c9e4130: nova-swarm: the help examples run as pasted (#14	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1919-r4/RESULT.md
card-tools22-pre-1919-r5	tools22-pre	-	RESULT tools22-pre-1919-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1919 at head a7470c9e4130: nova-swarm: the help examples run as pasted (#14	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1919-r5/RESULT.md
card-tools22-pre-1920-r5	tools22-pre	-	RESULT tools22-pre-1920-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1920 at head 0d984668bde5: nova-tokens: the help examples run as pasted (#1	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1920-r5/RESULT.md
card-tools22-pre-1926-r4	tools22-pre	-	RESULT tools22-pre-1926-r1 sha=5298f6be12ea — a pre-read of mas-bandwidth/nova-tools#1926 at head 3b8bd8f1b5f7: nova-swarm slots: lock the take path's read-coun	"PREREAD: open the PR diff; every claimed defect line must exist in the diff and be a defect; every ""proven"" claim must be visible; note if the PR head moved since."	Johnny	results/card-tools22-pre-1926-r4/RESULT.md
